"id","place","weight_lbs","grower_name","city","state_prov","country","gpc_site","seed_mother","pollinator_father","ott","est_weight","pct_chart","variety","weight_kg","weight_class"
"2355-P",87,674.946997846104,"OSLUN","Paris","California","UK","Regional Pumpkin Festival","1145 F","1077 D",0,-1,-1,"One Too Many",306.150808377399,"Light"
"2903-P",44,681.562976319343,"PPEDA","Houston","New York","USA","Local Pumpkin Festival","1101 D","1574 I",303,615,9,"Red Warty Thing",309.151765732945,"Light"
"2700-P",82,686.788836205378,"NSXBL","Chicago","California","USA","National Pumpkin Festival","1762 F","1390 K",318,708,-5,"Tiger Stripe",311.522175903939,"Light"
"2160-P",66,683.979030783288,"MSFRA","Houston","Texas","USA","Local Pumpkin Festival","1715 J","1816 P",315,692,-3,"Red Warty Thing",310.247669603295,"Light"
"2879-P",2,671.619076844305,"MOYIB","Paris","Florida","UK","Local Pumpkin Festival","1544 K","1603 N",305,614,12,"Red Warty Thing",304.64128880302,"Light"
"2832-P",15,687.638707847334,"JBESW","Chicago","New York","USA","Regional Pumpkin Festival","1834 J","1268 A",2,4,-5,"One Too Many",311.90767119621,"Light"
"2865-P",13,684.164330700599,"SQQTJ","Paris","Texas","USA","Regional Pumpkin Festival","1136 W","1588 Y",326,795,-13,"Peanut Pumpkin",310.331720231948,"Light"
"2971-P",94,685.249473651871,"KUDKQ","New York","Florida","Canada","National Pumpkin Festival","1944 C","1035 N",308,634,5,"Red Warty Thing",310.823932795005,"Light"
"2112-P",81,670.133262753487,"CVRJR","New York","California","UK","Local Pumpkin Festival","1524 K","1298 B",315,685,-5,"One Too Many",303.967334868187,"Light"
"2800-P",7,663.445499010384,"OWEKS","Nottingham","Florida","Canada","Local Pumpkin Festival","1022 T","1871 K",309,668,-3,"One Too Many",300.933816261953,"Light"
"2199-P",67,662.181420218945,"WJQBZ","Houston","Texas","Canada","Regional Pumpkin Festival","1179 C","1577 U",300,639,9,"One Too Many",300.360439767077,"Light"
"2044-P",84,675.53108942695,"JYPUZ","Nottingham","Texas","UK","National Pumpkin Festival","1251 H","1652 P",309,637,2,"Tiger Stripe",306.415747861852,"Light"
"2480-P",92,666.243682459928,"KJDGQ","Paris","Texas","Canada","National Pumpkin Festival","1714 A","1862 J",297,588,13,"Peanut Pumpkin",302.203050924526,"Light"
"2402-P",33,665.864086379856,"MYUPM","Chicago","Florida","Canada","Local Pumpkin Festival","1844 S","1491 E",311,652,8,"Peanut Pumpkin",302.030869038924,"Light"
"2712-P",56,671.732385294512,"RUUDP","Nottingham","Texas","Canada","Regional Pumpkin Festival","1843 X","1765 K",307,650,3,"Red Warty Thing",304.692684651491,"Light"
"2629-P",98,657.033531257883,"ESAEM","Houston","Florida","UK","Local Pumpkin Festival","1135 J","1836 A",298,589,17,"Red Warty Thing",298.025396612732,"Light"
"2595-P",89,665.993335791864,"KMOPX","Nottingham","California","UK","National Pumpkin Festival","1600 Z","1141 N",-4,0,4,"Peanut Pumpkin",302.089495586037,"Light"
"2923-P",7,658.015446509235,"DQWPS","Nottingham","Florida","USA","National Pumpkin Festival","1140 R","1315 E",328,805,-17,"Red Warty Thing",298.470785878732,"Light"
"2851-P",13,653.055480692536,"NPHXQ","Chicago","Texas","USA","National Pumpkin Festival","1821 H","1401 B",305,649,4,"Peanut Pumpkin",296.220983228817,"Light"
"2111-P",27,657.379165196791,"XRUJN","Nottingham","Florida","USA","Regional Pumpkin Festival","1168 G","1830 O",305,662,4,"Peanut Pumpkin",298.182173530234,"Light"
"2012-P",45,650.45095471479,"LDJOF","Los Angeles","Texas","USA","National Pumpkin Festival","1525 J","1153 D",307,672,-1,"Tiger Stripe",295.039590117844,"Light"
"2778-P",69,652.413377065212,"AQLEZ","Nottingham","New York","Canada","National Pumpkin Festival","1314 S","1728 L",302,607,12,"One Too Many",295.929729922713,"Light"
"2431-P",17,660.112087565474,"AMPDY","Houston","California","USA","Local Pumpkin Festival","1786 Z","1660 L",-1,-1,4,"Red Warty Thing",299.421806264471,"Light"
"2152-P",54,648.879855016246,"WEIVX","Los Angeles","New York","USA","Local Pumpkin Festival","1957 B","1961 U",316,692,0,"Red Warty Thing",294.326951282076,"Light"
"2214-P",39,649.245779392309,"NGHBX","Nottingham","New York","Canada","Regional Pumpkin Festival","1604 A","1514 L",314,700,-5,"Red Warty Thing",294.492931787055,"Light"
"2161-P",75,656.001192087308,"HTRXS","New York","Texas","Canada","National Pumpkin Festival","1113 Z","1761 P",320,708,-6,"Tiger Stripe",297.557135441707,"Light"
"2908-P",27,640.635086219758,"OGNEH","Los Angeles","New York","Canada","Local Pumpkin Festival","1980 C","1250 V",296,617,11,"Peanut Pumpkin",290.587187063574,"Light"
"2174-P",50,641.399474413134,"AXFBK","Nottingham","California","Canada","Local Pumpkin Festival","1818 U","1775 H",306,676,-1,"Peanut Pumpkin",290.933907715808,"Light"
"2145-P",1,637.133797138929,"UGKNF","Chicago","Florida","UK","National Pumpkin Festival","1909 G","1109 U",311,642,5,"Peanut Pumpkin",288.999029051346,"Light"
"2386-P",43,644.835299105383,"HDGRU","Los Angeles","New York","USA","Regional Pumpkin Festival","1860 V","1277 D",314,687,-10,"Tiger Stripe",292.49237158087,"Light"
"2170-P",19,642.130911719985,"TQVEJ","Paris","Florida","USA","National Pumpkin Festival","1684 L","1863 K",316,696,-3,"Peanut Pumpkin",291.265682097329,"Light"
"2874-P",16,646.07480516471,"RECZV","Chicago","Florida","USA","Regional Pumpkin Festival","1234 S","1387 C",313,690,-10,"Red Warty Thing",293.054602071949,"Light"
"2093-P",83,630.595292086713,"WXLVF","Paris","Texas","UK","Regional Pumpkin Festival","1793 J","1155 O",298,611,8,"Red Warty Thing",286.033213048454,"Light"
"2150-P",35,639.332863873802,"WYWLZ","New York","California","USA","Local Pumpkin Festival","1470 T","1676 U",292,552,20,"One Too Many",289.996508943405,"Light"
"2135-P",90,632.059177234769,"HUQXQ","Paris","Texas","Canada","Local Pumpkin Festival","1009 U","1608 T",302,634,6,"Tiger Stripe",286.697220182169,"Light"
"2251-P",83,628.097265833057,"DKZBQ","Paris","Texas","Canada","Regional Pumpkin Festival","1342 A","1326 U",301,589,3,"Peanut Pumpkin",284.900127399737,"Light"
"2820-P",49,631.860241382383,"LRQYM","Chicago","California","Canada","National Pumpkin Festival","1283 Q","1828 M",315,692,-12,"Peanut Pumpkin",286.606984397407,"Light"
"2018-P",68,623.694064073265,"CSPRE","Paris","Florida","Canada","Regional Pumpkin Festival","1064 N","1894 R",297,566,9,"Peanut Pumpkin",282.902868677924,"Light"
"2730-P",59,633.691115418449,"AAXNH","Nottingham","New York","USA","National Pumpkin Festival","1381 X","1178 C",313,689,-4,"Red Warty Thing",287.437454890598,"Light"
"2868-P",88,631.804545258172,"WVWDQ","Chicago","California","Canada","National Pumpkin Festival","1159 K","1297 A",323,734,-16,"Tiger Stripe",286.581721060426,"Light"
"2885-P",60,627.938157237135,"QLBLJ","Chicago","New York","USA","Regional Pumpkin Festival","1800 L","1010 E",292,531,20,"Peanut Pumpkin",284.827956954625,"Light"
"2966-P",62,615.49208770413,"VJGGZ","Chicago","California","UK","Local Pumpkin Festival","1062 S","1135 Z",314,681,-4,"One Too Many",279.182514777964,"Light"
"2648-P",80,615.87409605924,"DVAEI","Los Angeles","Texas","Canada","Local Pumpkin Festival","1640 I","1994 S",296,588,8,"One Too Many",279.355790853119,"Light"
"2147-P",8,613.274134317413,"IRUIY","Paris","New York","UK","Regional Pumpkin Festival","1033 X","1371 F",311,650,-6,"Red Warty Thing",278.176468044734,"Light"
"2534-P",4,616.749457063153,"SRFHZ","Los Angeles","Florida","USA","National Pumpkin Festival","1081 V","1597 G",309,644,-8,"Tiger Stripe",279.752847925489,"Light"
"2637-P",48,614.249487828463,"AJWTW","Houston","New York","USA","Regional Pumpkin Festival","1957 B","1656 K",314,714,-9,"One Too Many",278.618880955399,"Light"
"2657-P",84,622.408166770823,"WFFSW","Houston","New York","Canada","Local Pumpkin Festival","1265 S","1107 H",309,671,-4,"Tiger Stripe",282.319595472933,"Light"
"2931-P",83,618.315085761249,"UKQJN","Paris","Florida","USA","National Pumpkin Festival","1024 P","1569 A",311,677,-6,"Red Warty Thing",280.463005157198,"Light"
"2970-P",19,602.346709114499,"ASUMQ","Houston","New York","Canada","Local Pumpkin Festival","1415 N","1958 D",303,628,1,"Tiger Stripe",273.219871348946,"Light"
"2045-P",18,613.264473635331,"NSTEC","Houston","California","Canada","National Pumpkin Festival","1669 X","1803 T",303,650,-2,"Red Warty Thing",278.172086033052,"Light"
"2902-P",50,604.299101205543,"GHCFP","Paris","New York","Canada","Regional Pumpkin Festival","1472 R","1239 P",2,-5,-3,"Tiger Stripe",274.105461504692,"Light"
"2984-P",11,601.887749264948,"NUALO","New York","California","UK","Local Pumpkin Festival","1210 N","1837 U",305,640,-7,"Red Warty Thing",273.011690663054,"Light"
"2792-P",90,612.292008906603,"VXDCT","Nottingham","Texas","UK","Regional Pumpkin Festival","1828 I","1536 R",0,4,-5,"Tiger Stripe",277.730983452007,"Light"
"2144-P",99,607.317379373126,"LJRKE","Los Angeles","New York","USA","Regional Pumpkin Festival","1737 E","1394 Y",308,672,-14,"Peanut Pumpkin",275.474529452045,"Light"
"2670-P",70,601.609124355577,"NFXOR","Paris","Florida","Canada","Local Pumpkin Festival","1854 K","1755 L",303,624,-4,"One Too Many",272.885308530071,"Light"
"2509-P",98,588.039805599488,"TWPTZ","New York","Texas","USA","Local Pumpkin Festival","1870 P","1510 K",306,654,-8,"Tiger Stripe",266.730369076211,"Light"
"2732-P",33,583.455060082488,"FWUCH","Nottingham","Florida","UK","National Pumpkin Festival","1029 O","1512 Q",305,610,-8,"Peanut Pumpkin",264.650763491308,"Light"
"2145-P",93,585.507731081918,"LFQPM","Houston","Florida","Canada","Local Pumpkin Festival","1182 M","1783 V",317,706,-18,"Peanut Pumpkin",265.58183939477,"Light"
"2563-P",9,595.247661027126,"BVVRB","Los Angeles","California","Canada","Local Pumpkin Festival","1007 M","1631 F",1,2,0,"Tiger Stripe",269.999797302251,"Light"
"2576-P",23,595.706503656693,"QNBTL","Los Angeles","California","UK","Local Pumpkin Festival","1863 H","1589 Y",1,0,1,"Peanut Pumpkin",270.207924818053,"Light"
"2230-P",57,598.640678849071,"KURDR","New York","Texas","Canada","National Pumpkin Festival","1261 G","1748 M",312,678,-12,"One Too Many",271.538844297559,"Light"
"2313-P",25,591.765349888243,"LDKQN","Los Angeles","New York","Canada","Local Pumpkin Festival","1012 K","1595 D",-1,-5,-4,"One Too Many",268.420247539687,"Light"
"2340-P",51,591.225253518671,"ADNXF","New York","Texas","UK","National Pumpkin Festival","1527 W","1983 Z",295,577,2,"Peanut Pumpkin",268.175263947385,"Light"
"2457-P",37,592.990751000307,"NBDEC","Houston","Texas","USA","National Pumpkin Festival","1675 U","1432 B",292,594,4,"Tiger Stripe",268.976080134309,"Light"
"2886-P",3,572.327121351846,"XYTCE","Chicago","New York","Canada","National Pumpkin Festival","1103 L","1601 V",296,567,-3,"Red Warty Thing",259.603215389261,"Light"
"2760-P",61,569.809488208033,"HQQHU","Chicago","Florida","USA","National Pumpkin Festival","1249 T","1435 D",-5,-3,1,"One Too Many",258.461236204769,"Light"
"2166-P",7,580.189330053888,"DZYRJ","Houston","Florida","USA","Local Pumpkin Festival","1296 Y","1271 K",293,575,6,"Peanut Pumpkin",263.169453267855,"Light"
"2364-P",23,559.998330446705,"WANMB","Houston","Texas","UK","Local Pumpkin Festival","1532 M","1144 B",5,-4,-4,"Red Warty Thing",254.010969903364,"Light"
"2064-P",1,565.709157686681,"GIVAE","Paris","Texas","UK","National Pumpkin Festival","1249 D","1909 Q",289,567,3,"One Too Many",256.601357565805,"Light"
"2567-P",67,569.31811737828,"BWMTT","Paris","Texas","USA","Local Pumpkin Festival","1533 M","1119 M",305,635,-11,"One Too Many",258.238354145552,"Light"
"2328-P",78,559.827847258188,"USSKF","Chicago","Texas","UK","Local Pumpkin Festival","1002 L","1938 Y",283,518,4,"Peanut Pumpkin",253.933640029839,"Light"
"2815-P",72,550.250427382998,"WHABD","Nottingham","New York","Canada","Local Pumpkin Festival","1132 I","1678 N",288,545,-1,"Tiger Stripe",249.589395450167,"Light"
"2177-P",66,566.862384251878,"PXAOB","New York","Florida","UK","National Pumpkin Festival","1816 R","1675 U",289,556,-3,"Tiger Stripe",257.12445233666,"Light"
"2293-P",92,551.95310012158,"BQLZD","Los Angeles","California","Canada","Local Pumpkin Festival","1294 U","1199 D",299,600,-7,"Peanut Pumpkin",250.361714812995,"Light"
"2797-P",29,549.516694399528,"GONXL","Paris","California","Canada","National Pumpkin Festival","1954 O","1762 E",-4,-3,-5,"Peanut Pumpkin",249.256579767248,"Light"
"2527-P",34,549.423784596846,"CRVNG","Chicago","Texas","USA","Regional Pumpkin Festival","1596 K","1198 G",303,614,-11,"One Too Many",249.214436589653,"Light"
"2083-P",72,557.722198588774,"LXVLQ","Chicago","New York","USA","National Pumpkin Festival","1247 X","1596 G",0,-5,4,"Tiger Stripe",252.978533859493,"Light"
"2039-P",83,560.383546516299,"DGCDN","New York","New York","USA","National Pumpkin Festival","1742 N","1505 V",284,523,7,"Peanut Pumpkin",254.185700973333,"Light"
"2811-P",51,560.257172481157,"IWHLI","New York","California","USA","Local Pumpkin Festival","1801 L","1431 Q",4,5,1,"One Too Many",254.128378675227,"Light"
"2377-P",2,538.354974398389,"WXWAP","Nottingham","Texas","UK","National Pumpkin Festival","1855 H","1980 M",293,583,-10,"Peanut Pumpkin",244.193708738655,"Light"
"2369-P",56,547.262473705225,"CINRD","Los Angeles","New York","USA","National Pumpkin Festival","1439 C","1140 P",291,538,7,"Red Warty Thing",248.234082460016,"Light"
"2209-P",71,540.711316625588,"YWDDU","Chicago","Texas","USA","Regional Pumpkin Festival","1116 Y","1063 C",299,609,-7,"Peanut Pumpkin",245.262527594021,"Light"
"2123-P",48,536.311089909635,"VFROE","Chicago","Texas","Canada","Local Pumpkin Festival","1385 B","1799 U",295,601,-9,"Peanut Pumpkin",243.266618329395,"Light"
"2243-P",99,545.470317532308,"SBDVL","Nottingham","New York","UK","National Pumpkin Festival","1095 D","1027 T",304,648,-19,"Tiger Stripe",247.421174094132,"Light"
"2070-P",35,541.691284783185,"CDINV","Houston","Florida","USA","Regional Pumpkin Festival","1414 N","1947 K",288,570,-2,"Tiger Stripe",245.70703367315,"Light"
"2658-P",81,528.921076779999,"KBKZK","Chicago","Texas","USA","Local Pumpkin Festival","1768 X","1024 W",295,593,-4,"One Too Many",239.914564759592,"Light"
"2608-P",66,539.44666079618,"LYGWO","Los Angeles","California","USA","Local Pumpkin Festival","1325 Q","1008 P",294,599,-15,"One Too Many",244.688889359126,"Light"
"2663-P",96,538.506044034846,"OIXGJ","Chicago","New York","Canada","Local Pumpkin Festival","1190 I","1891 O",296,562,-4,"Peanut Pumpkin",244.26223277309,"Light"
"2643-P",33,532.831748853438,"NCQPP","Los Angeles","Texas","Canada","National Pumpkin Festival","1119 I","1889 M",277,479,11,"Tiger Stripe",241.688415773676,"Light"
"2067-P",85,524.866356161982,"HHOCG","Houston","California","Canada","National Pumpkin Festival","1992 V","1294 J",0,-2,0,"One Too Many",238.075374424777,"Light"
"2492-P",60,525.58731703274,"WPTWH","Los Angeles","Florida","USA","Regional Pumpkin Festival","1438 Z","1195 N",0,-5,1,"One Too Many",238.402396774822,"Light"
"2993-P",24,526.055367003195,"CBAML","Houston","Florida","UK","Local Pumpkin Festival","1426 N","1642 Q",287,507,-2,"Red Warty Thing",238.614700670199,"Light"
"2328-P",16,523.9004367413,"PWZQU","Los Angeles","Florida","Canada","Regional Pumpkin Festival","1046 N","1714 C",302,598,-16,"Red Warty Thing",237.637240745521,"Light"
"2204-P",44,524.984927586652,"GRQGN","Chicago","Texas","USA","Regional Pumpkin Festival","1889 L","1777 I",295,590,-14,"Red Warty Thing",238.129157518308,"Light"
"2850-P",31,519.545764829032,"MEFKR","Los Angeles","New York","UK","Local Pumpkin Festival","1045 J","1589 J",-2,2,1,"Red Warty Thing",235.661994792263,"Light"
"2629-P",8,505.440371248871,"ZXZUJ","Paris","California","UK","Regional Pumpkin Festival","1494 Q","1819 P",286,520,-2,"One Too Many",229.263895888455,"Light"
"2346-P",10,521.406941346824,"MUTRC","Chicago","California","UK","Regional Pumpkin Festival","1033 E","1470 Q",289,519,-3,"Tiger Stripe",236.506210259957,"Light"
"2260-P",67,516.096784091555,"EAMHP","Houston","New York","Canada","Local Pumpkin Festival","1651 S","1394 U",299,629,-14,"Red Warty Thing",234.097563445467,"Light"
"2921-P",19,509.925633117184,"DZFLQ","Chicago","California","UK","Regional Pumpkin Festival","1203 O","1769 P",291,544,-2,"Tiger Stripe",231.298376449374,"Light"
"2477-P",36,500.103579104878,"WQLLT","New York","Florida","USA","Regional Pumpkin Festival","1467 N","1382 M",282,521,-2,"One Too Many",226.843167691664,"Light"
"2584-P",90,505.521405649371,"SXSVH","Paris","Texas","UK","Regional Pumpkin Festival","1487 W","1671 T",289,566,-6,"Tiger Stripe",229.30065247423,"Light"
"2337-P",59,504.309401516803,"IDZHC","Nottingham","California","Canada","National Pumpkin Festival","1249 C","1953 X",292,537,-2,"Tiger Stripe",228.750896647288,"Light"
"2422-P",49,504.809579784051,"JOYNS","Los Angeles","Florida","USA","Regional Pumpkin Festival","1538 W","1539 P",285,545,-8,"Tiger Stripe",228.977773692952,"Light"
"2261-P",84,502.184685318731,"CVCUF","Chicago","California","UK","Local Pumpkin Festival","1474 A","1298 I",279,511,-6,"Peanut Pumpkin",227.787141591427,"Light"
"2049-P",35,490.676500156522,"BRHRL","New York","Texas","Canada","National Pumpkin Festival","1813 T","1080 T",-4,4,-1,"Peanut Pumpkin",222.567116609302,"Light"
"2205-P",79,508.649455101229,"SBSXC","New York","California","UK","National Pumpkin Festival","1152 N","1547 F",279,510,-7,"Tiger Stripe",230.719511838575,"Light"
"2288-P",85,500.786294317804,"MAIRL","Houston","Texas","USA","Local Pumpkin Festival","1957 V","1457 E",285,540,-6,"Red Warty Thing",227.15284210313,"Light"
"2189-P",61,508.179080494493,"SHNXP","Nottingham","New York","Canada","Local Pumpkin Festival","1586 Y","1561 H",1,-4,0,"Red Warty Thing",230.506153505918,"Light"
"2928-P",19,503.580836889334,"IYTOQ","Chicago","Texas","USA","Local Pumpkin Festival","1417 U","1220 V",290,558,-13,"One Too Many",228.420425291216,"Light"
"2614-P",82,493.967857836746,"CZLCZ","Paris","New York","UK","National Pumpkin Festival","1364 F","1440 A",2,-2,1,"Tiger Stripe",224.060051339993,"Light"
"2334-P",9,498.583554660901,"SCFST","New York","New York","Canada","Regional Pumpkin Festival","1089 N","1454 T",281,474,9,"Tiger Stripe",226.153696201663,"Light"
"2776-P",32,498.465069401078,"KSLSF","Paris","New York","USA","National Pumpkin Festival","1674 Y","1238 R",275,488,4,"One Too Many",226.099952191849,"Light"
"2622-P",56,493.493087917566,"MHCRS","New York","California","Canada","National Pumpkin Festival","1454 S","1967 Z",282,489,-1,"Peanut Pumpkin",223.844699327147,"Light"
"2761-P",68,485.185729174875,"FZBKN","New York","Texas","Canada","National Pumpkin Festival","1036 Z","1527 L",288,530,-12,"Peanut Pumpkin",220.07654478661,"Light"
"2783-P",7,490.348916448653,"KUESE","Chicago","Florida","Canada","National Pumpkin Festival","1796 E","1982 V",285,497,-2,"Peanut Pumpkin",222.418527138876,"Light"
"2690-P",55,494.401944166981,"ZRDUE","Los Angeles","Texas","UK","National Pumpkin Festival","1345 V","1141 L",270,451,13,"Tiger Stripe",224.256949587308,"Light"
"2383-P",81,491.947241643444,"FBTRF","Los Angeles","California","USA","Local Pumpkin Festival","1241 U","1806 G",266,433,13,"Peanut Pumpkin",223.143515252012,"Light"
"2195-P",64,488.590987593867,"BNLTY","Paris","New York","USA","Regional Pumpkin Festival","1542 O","1692 V",-5,5,-4,"Tiger Stripe",221.621144023343,"Light"
"2828-P",99,476.820089409128,"RCKYG","Los Angeles","New York","UK","National Pumpkin Festival","1803 M","1426 X",269,460,7,"Red Warty Thing",216.281954418698,"Light"
"2003-P",66,482.12069643382,"YCHWZ","Nottingham","Texas","USA","Regional Pumpkin Festival","1878 B","1846 M",297,589,-14,"Tiger Stripe",218.686269321467,"Light"
"2246-P",71,485.763218174689,"SIEPN","Chicago","California","UK","National Pumpkin Festival","1762 W","1264 R",275,479,2,"Peanut Pumpkin",220.338489390684,"Light"
"2549-P",53,475.11643475946,"HYDMF","Paris","Texas","Canada","Regional Pumpkin Festival","1287 B","1600 P",2,-5,-4,"Tiger Stripe",215.509189668494,"Light"
"2665-P",32,474.792967279442,"GPOWP","New York","New York","USA","Regional Pumpkin Festival","1291 W","1503 P",283,536,-10,"Tiger Stripe",215.362467287614,"Light"
"2404-P",78,487.810484873131,"JQYRE","Chicago","Texas","Canada","Local Pumpkin Festival","1989 O","1249 Y",-3,-5,1,"One Too Many",221.267113944453,"Light"
"2558-P",87,474.63410701789,"IFKKC","Los Angeles","Florida","USA","Regional Pumpkin Festival","1828 Z","1146 V",276,472,3,"One Too Many",215.290409485078,"Light"
"2504-P",44,471.716939704493,"KHHOM","Houston","Florida","UK","National Pumpkin Festival","1387 I","1298 V",294,551,-11,"Tiger Stripe",213.967204649708,"Light"
"2961-P",78,475.749104642868,"RLZSL","Houston","Texas","USA","Regional Pumpkin Festival","1836 C","1940 H",279,509,-5,"Red Warty Thing",215.796163900337,"Light"
"2186-P",46,487.280798071995,"ZVVBQ","Los Angeles","Texas","UK","Regional Pumpkin Festival","1476 H","1097 I",278,474,-3,"Tiger Stripe",221.026852052968,"Light"
"2593-P",58,476.788502388634,"VCVCU","Paris","California","Canada","Local Pumpkin Festival","1891 B","1344 A",-2,-4,1,"Red Warty Thing",216.267626787211,"Light"
"2710-P",56,478.649382081814,"DVZOY","Chicago","New York","UK","Regional Pumpkin Festival","1199 Y","1896 R",291,584,-18,"Red Warty Thing",217.111707617526,"Light"
"2828-P",86,480.391664878465,"UBPOJ","Los Angeles","California","USA","Regional Pumpkin Festival","1293 G","1915 B",269,465,2,"Peanut Pumpkin",217.901993800469,"Light"
"2969-P",80,474.755775893107,"KRABR","New York","Texas","Canada","Local Pumpkin Festival","1710 O","1071 X",280,472,-3,"One Too Many",215.345597558543,"Light"
"2966-P",19,478.770199337043,"NGTCF","Houston","California","UK","National Pumpkin Festival","1412 D","1316 V",276,462,5,"One Too Many",217.166509402662,"Light"
"2815-P",87,464.530420490727,"LCNNL","Paris","Florida","UK","Local Pumpkin Festival","1486 E","1176 N",-5,-3,-3,"Peanut Pumpkin",210.707454367485,"Light"
"2055-P",98,470.743227618188,"WBKQS","Houston","New York","USA","National Pumpkin Festival","1606 V","1467 S",275,457,-1,"One Too Many",213.525536276783,"Light"
"2346-P",100,468.195697867312,"OWYSS","Nottingham","Florida","UK","National Pumpkin Festival","1916 M","1823 M",264,431,7,"Peanut Pumpkin",212.369996219438,"Light"
"2030-P",43,471.709229000844,"KCFSA","New York","California","USA","Local Pumpkin Festival","1611 C","1969 X",-4,2,3,"Peanut Pumpkin",213.963707133366,"Light"
"2143-P",86,452.943577649072,"OBQRQ","Nottingham","California","Canada","National Pumpkin Festival","1508 C","1721 P",283,486,-3,"One Too Many",205.451750862122,"Light"
"2461-P",81,463.275107658841,"RAZAD","Paris","Florida","UK","Local Pumpkin Festival","1498 M","1096 P",260,400,14,"One Too Many",210.138054044979,"Light"
"2866-P",13,462.863466291688,"XOQWF","Los Angeles","Florida","Canada","Local Pumpkin Festival","1454 P","1284 Z",281,507,-11,"One Too Many",209.951336661662,"Light"
"2570-P",31,446.275948998518,"BFSZJ","Nottingham","Texas","UK","National Pumpkin Festival","1899 O","1569 Q",279,509,-15,"Tiger Stripe",202.427365380237,"Light"
"2555-P",100,454.588497931138,"ZGKMI","Houston","Texas","Canada","National Pumpkin Festival","1659 A","1277 Y",285,491,-8,"Peanut Pumpkin",206.197874151325,"Light"
"2421-P",21,453.151869507506,"EUFCF","Houston","New York","UK","National Pumpkin Festival","1881 K","1564 O",275,446,-1,"Peanut Pumpkin",205.546230459841,"Light"
"2954-P",56,451.629121297039,"EDROK","Los Angeles","New York","UK","National Pumpkin Festival","1211 K","1622 V",284,509,-9,"Peanut Pumpkin",204.855523490141,"Light"
"2851-P",86,454.84194614049,"CCJMM","Paris","Texas","USA","Regional Pumpkin Festival","1436 S","1026 R",272,441,2,"One Too Many",206.312836325277,"Light"
"2853-P",78,450.179650753364,"CCGMD","Chicago","California","UK","Local Pumpkin Festival","1824 Y","1543 L",259,391,19,"Red Warty Thing",204.198054710991,"Light"
"2702-P",72,450.905570245348,"CYURE","Nottingham","California","USA","National Pumpkin Festival","1477 L","1437 V",269,444,-1,"One Too Many",204.527326253789,"Light"
"2908-P",70,454.739982667379,"RYQFF","New York","New York","Canada","Local Pumpkin Festival","1995 W","1227 O",273,441,-2,"Peanut Pumpkin",206.266586471855,"Light"
"2980-P",66,430.556148722768,"EHHFJ","Paris","Texas","Canada","Regional Pumpkin Festival","1646 V","1750 D",287,525,-15,"Red Warty Thing",195.296983917233,"Light"
"2156-P",54,429.431155803613,"TQTYK","Nottingham","California","Canada","Local Pumpkin Festival","1462 U","1929 Z",257,400,3,"Tiger Stripe",194.7866957128,"Light"
"2426-P",81,435.781042174436,"VGOME","New York","California","USA","Local Pumpkin Festival","1125 U","1189 Y",258,404,10,"Peanut Pumpkin",197.666955720972,"Light"
"2844-P",47,433.740956366062,"NZZGA","Chicago","California","USA","Regional Pumpkin Festival","1938 Z","1240 E",259,401,4,"One Too Many",196.741588364149,"Light"
"2166-P",4,430.956909728236,"BHPXY","Chicago","Texas","Canada","Local Pumpkin Festival","1704 T","1904 T",244,342,25,"One Too Many",195.478766051507,"Light"
"2529-P",34,434.454210401513,"TUOSF","Nottingham","Texas","Canada","Local Pumpkin Festival","1019 C","1096 O",270,437,-6,"Tiger Stripe",197.065114952501,"Light"
"2724-P",92,421.100355421193,"UOQOA","Chicago","Texas","Canada","Regional Pumpkin Festival","1525 G","1890 E",264,438,-3,"Tiger Stripe",191.007908223341,"Light"
"2038-P",26,417.923448574729,"JUCDT","Los Angeles","California","UK","Regional Pumpkin Festival","1628 Z","1907 T",-1,-1,4,"One Too Many",189.566887517585,"Light"
"2288-P",29,425.591344372369,"YEODK","Nottingham","New York","USA","National Pumpkin Festival","1095 J","1964 Y",264,404,2,"Tiger Stripe",193.044986545349,"Light"
"2780-P",26,417.595809884556,"YRNOS","Los Angeles","Texas","Canada","National Pumpkin Festival","1289 E","1137 T",276,488,-8,"Tiger Stripe",189.418273107605,"Light"
"2423-P",98,409.999877266586,"LWJAU","Paris","Texas","USA","Local Pumpkin Festival","1237 A","1362 L",267,418,1,"Tiger Stripe",185.97281602906,"Light"
"2732-P",67,412.492766551301,"HIGSX","Chicago","Texas","Canada","Regional Pumpkin Festival","1098 R","1108 Q",252,346,26,"Tiger Stripe",187.103571587861,"Light"
"2084-P",54,414.728121276014,"OLGWD","Paris","New York","Canada","Regional Pumpkin Festival","1300 R","1114 D",-1,4,-5,"One Too Many",188.117511435234,"Light"
"2644-P",78,413.469621561281,"LIOUT","Los Angeles","California","USA","Regional Pumpkin Festival","1419 G","1614 E",255,372,17,"Tiger Stripe",187.546665566985,"Light"
"2673-P",70,422.592194312252,"KKOVX","Los Angeles","New York","USA","National Pumpkin Festival","1434 C","1214 O",274,467,-11,"Red Warty Thing",191.684594961595,"Light"
"2014-P",57,424.143995576538,"FHOGI","Houston","Florida","UK","National Pumpkin Festival","1985 M","1893 W",270,452,-3,"One Too Many",192.388480174831,"Light"
"2302-P",94,422.560150033794,"WUVMS","Paris","California","Canada","National Pumpkin Festival","1531 P","1608 S",267,420,-3,"Tiger Stripe",191.670059921384,"Light"
